Approved symbol	Approved name	UniProt ID(supplied by UniProt)	NCBI Gene ID	Ensembl ID(supplied by Ensembl)
WFIKKN2	WAP, follistatin/kazal, immunoglobulin, kunitz and netrin domain containing 2	Q8TEU8	124857	ENSG00000173714
WFS1	wolframin ER transmembrane glycoprotein	O76024	7466	ENSG00000109501
WHAMM	WASP homolog associated with actin, golgi membranes and microtubules	Q8TF30	123720	ENSG00000156232
WHAMMP1	WAS protein homolog associated with actin, golgi membranes and microtubules pseudogene 1		100288615	
WHAMMP2	WAS protein homolog associated with actin, golgi membranes and microtubules pseudogene 2		440253	ENSG00000248334
WHAMMP3	WAS protein homolog associated with actin, golgi membranes and microtubules pseudogene 3	Q1A5X7	339005	ENSG00000276141
WHCR	Wolf-Hirschhorn syndrome chromosome region			
WHRN	whirlin	Q9P202	25861	ENSG00000095397
WHSC1L2P	Wolf-Hirschhorn syndrome candidate 1-like 2, pseudogene		100128016	
WIF1	WNT inhibitory factor 1	Q9Y5W5	11197	ENSG00000156076
WIPF1	WAS/WASL interacting protein family member 1	O43516	7456	ENSG00000115935
WIPF2	WAS/WASL interacting protein family member 2	Q8TF74	147179	ENSG00000171475
WIPF3	WAS/WASL interacting protein family member 3	A6NGB9	644150	ENSG00000122574
WIPI1	WD repeat domain, phosphoinositide interacting 1	Q5MNZ9	55062	ENSG00000070540
WIPI2	WD repeat domain, phosphoinositide interacting 2	Q9Y4P8	26100	ENSG00000157954
WIZ	WIZ zinc finger	O95785	58525	ENSG00000011451
WIZP1	WIZ pseudogene 1		645598	ENSG00000255293
WLS	Wnt ligand secretion mediator	Q5T9L3	79971	ENSG00000116729
WNK1	WNK lysine deficient protein kinase 1	Q9H4A3	65125	ENSG00000060237
WNK2	WNK lysine deficient protein kinase 2	Q9Y3S1	65268	ENSG00000165238
WNK3	WNK lysine deficient protein kinase 3	Q9BYP7	65267	ENSG00000196632
WNK4	WNK lysine deficient protein kinase 4	Q96J92	65266	ENSG00000126562
WNT1	Wnt family member 1	P04628	7471	ENSG00000125084
WNT2	Wnt family member 2	P09544	7472	ENSG00000105989
WNT2B	Wnt family member 2B	Q93097	7482	ENSG00000134245
WNT3	Wnt family member 3	P56703	7473	ENSG00000108379
WNT3A	Wnt family member 3A	P56704	89780	ENSG00000154342
WNT4	Wnt family member 4	P56705	54361	ENSG00000162552
WNT5A	Wnt family member 5A	P41221	7474	ENSG00000114251
WNT5A-AS1	WNT5A antisense RNA 1			ENSG00000244586
WNT5B	Wnt family member 5B	Q9H1J7	81029	ENSG00000111186
WNT6	Wnt family member 6	Q9Y6F9	7475	ENSG00000115596
WNT7A	Wnt family member 7A	O00755	7476	ENSG00000154764
WNT7B	Wnt family member 7B	P56706	7477	ENSG00000188064
WNT8A	Wnt family member 8A	Q9H1J5	7478	ENSG00000061492
WNT8B	Wnt family member 8B	Q93098	7479	ENSG00000075290
WNT9A	Wnt family member 9A	O14904	7483	ENSG00000143816
WNT9B	Wnt family member 9B	O14905	7484	ENSG00000158955
WNT10A	Wnt family member 10A	Q9GZT5	80326	ENSG00000135925
WNT10B	Wnt family member 10B	O00744	7480	ENSG00000169884
WNT11	Wnt family member 11	O96014	7481	ENSG00000085741
WNT16	Wnt family member 16	Q9UBV4	51384	ENSG00000002745
WRAP53	WD repeat containing antisense to TP53	Q9BUR4	55135	ENSG00000141499
WRAP73	WD repeat containing, antisense to TP73	Q9P2S5	49856	ENSG00000116213
WRB	tryptophan rich basic protein	O00258	7485	ENSG00000182093
WRBP1	tryptophan rich basic protein pseudogene 1		256085	ENSG00000248633
WRN	Werner syndrome RecQ like helicase	Q14191	7486	ENSG00000165392
WRNIP1	Werner helicase interacting protein 1	Q96S55	56897	ENSG00000124535
WS2B	Waardenburg syndrome, type 2B			
WSB1	WD repeat and SOCS box containing 1	Q9Y6I7	26118	ENSG00000109046
WSB2	WD repeat and SOCS box containing 2	Q9NYS7	55884	ENSG00000176871
WSCD1	WSC domain containing 1	Q658N2	23302	ENSG00000179314
WSCD2	WSC domain containing 2	Q2TBF2	9671	ENSG00000075035
WSPAR	WNT signaling pathway activating non-coding RNA		105664404	ENSG00000249073
WT1	WT1 transcription factor	P19544	7490	ENSG00000184937
WT1-AS	WT1 antisense RNA	Q06250	51352	ENSG00000183242
WT2	Wilms tumor 2		7491	
WTAP	WT1 associated protein	Q15007	9589	ENSG00000146457
WTAPP1	Wilms tumor 1 associated protein pseudogene 1		100288077	ENSG00000255282
WTIP	WT1 interacting protein	A6NIX2	126374	ENSG00000142279
WWC1	WW and C2 domain containing 1	Q8IX03	23286	ENSG00000113645
WWC2	WW and C2 domain containing 2	Q6AWC2	80014	ENSG00000151718
WWC2-AS1	WWC2 antisense RNA 1			ENSG00000251128
WWC2-AS2	WWC2 antisense RNA 2	Q96NR7	152641	ENSG00000251359
WWC3	WWC family member 3	Q9ULE0	55841	ENSG00000047644
WWC3-AS1	WWC3 antisense RNA 1			ENSG00000225076
WWOX	WW domain containing oxidoreductase	Q9NZC7	51741	ENSG00000186153
WWOX-AS1	WWOX antisense RNA 1		102724047	ENSG00000260969
WWP1	WW domain containing E3 ubiquitin protein ligase 1	Q9H0M0	11059	ENSG00000123124
WWP1P1	WW domain containing E3 ubiquitin protein ligase 1 pseudogene 1		339843	ENSG00000244153
WWP2	WW domain containing E3 ubiquitin protein ligase 2	O00308	11060	ENSG00000198373
WWTR1	WW domain containing transcription regulator 1	Q9GZV5	25937	ENSG00000018408
WWTR1-AS1	WWTR1 antisense RNA 1		100128025	ENSG00000241313
WWTR1-IT1	WWTR1 intronic transcript 1			ENSG00000241985
XAB2	XPA binding protein 2	Q9HCS7	56949	ENSG00000076924
XACT	X active specific transcript		105463123	ENSG00000241743
XAF1	XIAP associated factor 1	Q6GPH4	54739	ENSG00000132530
XAGE1A	X antigen family member 1A	Q9HD64	653220	ENSG00000204379
XAGE1B	X antigen family member 1B	Q9HD64	653067	ENSG00000204382
XAGE2	X antigen family member 2	Q96GT9	9502	ENSG00000155622
XAGE3	X antigen family member 3	Q8WTP9	170626	ENSG00000171402
XAGE5	X antigen family member 5	Q8WWM1	170627	ENSG00000171405
XBP1	X-box binding protein 1	P17861	7494	ENSG00000100219
XBP1P1	X-box binding protein 1 pseudogene 1		7495	ENSG00000249947
XCE	X chromosome controlling element		7497	
XCL1	X-C motif chemokine ligand 1	P47992	6375	ENSG00000143184
XCL2	X-C motif chemokine ligand 2	Q9UBD3	6846	ENSG00000143185
XCR1	X-C motif chemokine receptor 1	P46094	2829	ENSG00000173578
XDH	xanthine dehydrogenase	P47989	7498	ENSG00000158125
XG	Xg glycoprotein (Xg blood group)	P55808	7499	ENSG00000124343
XGR	XG and CD99 regulator		7501	
XGY1	XG pseudogene, Y-linked 1		7500	ENSG00000227447
XGY2	XG pseudogene, Y-linked 2		100132596	
XIAP	X-linked inhibitor of apoptosis	P98170	331	ENSG00000101966
XIAP-AS1	XIAP antisense RNA 1			ENSG00000237331
XIAPP1	X-linked inhibitor of apoptosis pseudogene 1		100996851	ENSG00000270294
XIAPP2	X-linked inhibitor of apoptosis pseudogene 2		100420509	ENSG00000254843
XIAPP3	X-linked inhibitor of apoptosis pseudogene 3		100128413	ENSG00000180152
XIC	X chromosome inactivation center			
XIRP1	xin actin binding repeat containing 1	Q702N8	165904	ENSG00000168334
XIRP2	xin actin binding repeat containing 2	A4UGR9	129446	ENSG00000163092
XIRP2-AS1	XIRP2 antisense RNA 1			ENSG00000254552
XIST	X inactive specific transcript		7503	ENSG00000229807
XK	X-linked Kx blood group	P51811	7504	ENSG00000047597
XKR3	XK related 3	Q5GH77	150165	ENSG00000172967
XKR4	XK related 4	Q5GH76	114786	ENSG00000206579
XKR5	XK related 5	Q6UX68	389610	ENSG00000275591
XKR6	XK related 6	Q5GH73	286046	ENSG00000171044
XKR7	XK related 7	Q5GH72	343702	ENSG00000260903
XKR8	XK related 8	Q9H6D3	55113	ENSG00000158156
XKR9	XK related 9	Q5GH70	389668	ENSG00000221947
XKRX	XK related X-linked	Q6PP77	402415	ENSG00000182489
XKRY	XK related, Y-linked	O14609	9082	ENSG00000250868
XKRY2	XK related, Y-linked 2	A2RUG3	353515	ENSG00000244646
XKRYP1	XK related, Y-linked pseudogene 1		379028	ENSG00000238067
XKRYP2	XK related, Y-linked pseudogene 2		379029	ENSG00000230904
XKRYP3	XK related, Y-linked pseudogene 3		379030	ENSG00000236620
XKRYP4	XK related, Y-linked pseudogene 4		379031	ENSG00000231026
XKRYP5	XK related, Y-linked pseudogene 5		379032	ENSG00000223406
XKRYP6	XK related, Y-linked pseudogene 6		379033	ENSG00000237546
XM	Xm(a) antigen			
XPA	XPA, DNA damage recognition and repair factor	P23025	7507	ENSG00000136936
XPC	XPC complex subunit, DNA damage recognition and repair factor	Q01831	7508	ENSG00000154767
XPNPEP1	X-prolyl aminopeptidase 1	Q9NQW7	7511	ENSG00000108039
XPNPEP2	X-prolyl aminopeptidase 2	O43895	7512	ENSG00000122121
XPNPEP3	X-prolyl aminopeptidase 3	Q9NQH7	63929	ENSG00000196236
XPO1	exportin 1	O14980	7514	ENSG00000082898
XPO4	exportin 4	Q9C0E2	64328	ENSG00000132953
XPO5	exportin 5	Q9HAV4	57510	ENSG00000124571
XPO6	exportin 6	Q96QU8	23214	ENSG00000169180
XPO7	exportin 7	Q9UIA9	23039	ENSG00000130227
XPOT	exportin for tRNA	O43592	11260	ENSG00000184575
XPOTP1	exportin for tRNA pseudogene 1		170559	ENSG00000214185
XPR1	xenotropic and polytropic retrovirus receptor 1	Q9UBH6	9213	ENSG00000143324
XRCC1	X-ray repair cross complementing 1	P18887	7515	ENSG00000073050
XRCC2	X-ray repair cross complementing 2	O43543	7516	ENSG00000196584
XRCC3	X-ray repair cross complementing 3	O43542	7517	ENSG00000126215
XRCC4	X-ray repair cross complementing 4	Q13426	7518	ENSG00000152422
XRCC5	X-ray repair cross complementing 5	P13010	7520	ENSG00000079246
XRCC6	X-ray repair cross complementing 6	P12956	2547	ENSG00000196419
XRCC6P1	X-ray repair cross complementing 6 pseudogene 1		387703	ENSG00000237417
XRCC6P2	X-ray repair cross complementing 6 pseudogene 2		389901	ENSG00000234825
XRCC6P3	X-ray repair cross complementing 6 pseudogene 3		127086	ENSG00000230318
XRCC6P4	X-ray repair cross complementing 6 pseudogene 4		100422546	ENSG00000253517
XRCC6P5	X-ray repair cross complementing 6 pseudogene 5		442459	ENSG00000215070
XRCC8	X-ray repair cross complementing 8			
XRN1	5'-3' exoribonuclease 1	Q8IZH2	54464	ENSG00000114127
XRN2	5'-3' exoribonuclease 2	Q9H0D6	22803	ENSG00000088930
XRRA1	X-ray radiation resistance associated 1	Q6P2D8	143570	ENSG00000166435
XS	X-linked suppressor of LU antigens		7523	
XWNPEP	X-tryptophanyl aminopeptidase		7524	
XXYLT1	xyloside xylosyltransferase 1	Q8NBI6	152002	ENSG00000173950
XXYLT1-AS1	XXYLT1 antisense RNA 1			ENSG00000233303
XXYLT1-AS2	XXYLT1 antisense RNA 2			ENSG00000230266
XYLB	xylulokinase	O75191	9942	ENSG00000093217
XYLT1	xylosyltransferase 1	Q86Y38	64131	ENSG00000103489
XYLT2	xylosyltransferase 2	Q9H1B5	64132	ENSG00000015532
YAE1	YAE1 maturation factor of ABCE1	Q9NRH1	57002	ENSG00000241127
YAF2	YY1 associated factor 2	Q8IY57	10138	ENSG00000015153
YAM1	YY1-associated myogenesis RNA 1			
YAP1	Yes associated protein 1	P46937	10413	ENSG00000137693
YAP1P1	Yes associated protein 1 pseudogene 1		442266	ENSG00000220494
YAP1P2	Yes associated protein 1 pseudogene 2		100419909	ENSG00000236080
YAP1P3	Yes associated protein 1 pseudogene 3		100419883	
YARS	tyrosyl-tRNA synthetase	P54577	8565	ENSG00000134684
YARS2	tyrosyl-tRNA synthetase 2	Q9Y2Z4	51067	ENSG00000139131
YBEY	ybeY metalloendoribonuclease	P58557	54059	ENSG00000182362
YBX1	Y-box binding protein 1	P67809	4904	ENSG00000065978
YBX1P1	Y-box binding protein 1 pseudogene 1		50631	ENSG00000224861
YBX1P2	Y-box binding protein 1 pseudogene 2		646531	ENSG00000231167
YBX1P3	Y-box binding protein 1 pseudogene 3			ENSG00000240002
YBX1P4	Y-box binding protein 1 pseudogene 4		100131012	ENSG00000213188
YBX1P5	Y-box binding protein 1 pseudogene 5		100861569	ENSG00000251108
YBX1P6	Y-box binding protein 1 pseudogene 6		402375	ENSG00000213539
YBX1P7	Y-box binding protein 1 pseudogene 7			ENSG00000232349
YBX1P8	Y-box binding protein 1 pseudogene 8		100861476	ENSG00000226048
YBX1P9	Y-box binding protein 1 pseudogene 9		100861470	ENSG00000236994
YBX1P10	Y-box binding protein 1 pseudogene 10		158373	ENSG00000213866
YBX2	Y-box binding protein 2	Q9Y2T7	51087	ENSG00000006047
YBX2P1	Y-box binding protein 2 pseudogene 1		100124332	ENSG00000213438
YBX3	Y-box binding protein 3	P16989	8531	ENSG00000060138
YBX3P1	Y-box binding protein 3 pseudogene 1		440359	ENSG00000261614
YDJC	YdjC chitooligosaccharide deacetylase homolog	A8MPS7	150223	ENSG00000161179
YEATS2	YEATS domain containing 2	Q9ULM3	55689	ENSG00000163872
YEATS2-AS1	YEATS2 antisense RNA 1			ENSG00000233885
YEATS4	YEATS domain containing 4	O95619	8089	ENSG00000127337
YES1	YES proto-oncogene 1, Src family tyrosine kinase	P07947	7525	ENSG00000176105
YES1P1	YES1 pseudogene 1		7526	ENSG00000224003
YIF1A	Yip1 interacting factor homolog A, membrane trafficking protein	O95070	10897	ENSG00000174851
YIF1B	Yip1 interacting factor homolog B, membrane trafficking protein	Q5BJH7	90522	ENSG00000167645
YIPF1	Yip1 domain family member 1	Q9Y548	54432	ENSG00000058799
YIPF2	Yip1 domain family member 2	Q9BWQ6	78992	ENSG00000130733
YIPF3	Yip1 domain family member 3	Q9GZM5	25844	ENSG00000137207
YIPF4	Yip1 domain family member 4	Q9BSR8	84272	ENSG00000119820
YIPF5	Yip1 domain family member 5	Q969M3	81555	ENSG00000145817
YIPF6	Yip1 domain family member 6	Q96EC8	286451	ENSG00000181704
YIPF7	Yip1 domain family member 7	Q8N8F6	285525	ENSG00000177752
YJEFN3	YjeF N-terminal domain containing 3	A6XGL0	374887	ENSG00000250067
YJU2	YJU2 splicing factor homolog	Q9BW85	55702	ENSG00000105248
YKT6	YKT6 v-SNARE homolog	O15498	10652	ENSG00000106636
YLPM1	YLP motif containing 1	P49750	56252	ENSG00000119596
YME1L1	YME1 like 1 ATPase	Q96TA2	10730	ENSG00000136758
YME1L1P1	YME1L1 pseudogene 1		23749	ENSG00000236831
YOD1	YOD1 deubiquitinase	Q5VVQ6	55432	ENSG00000180667
YPEL1	yippee like 1	O60688	29799	ENSG00000100027
YPEL2	yippee like 2	Q96QA6	388403	ENSG00000175155
YPEL3	yippee like 3	P61236	83719	ENSG00000090238
YPEL4	yippee like 4	Q96NS1	219539	ENSG00000166793
YPEL5	yippee like 5	P62699	51646	ENSG00000119801
YPEL5P1	YPEL5 pseudogene 1		100130996	ENSG00000232096
YPEL5P2	YPEL5 pseudogene 2		100132562	ENSG00000271557
YPEL5P3	YPEL5 pseudogene 3		100653396	ENSG00000258251
YRDC	yrdC N6-threonylcarbamoyltransferase domain containing	Q86U90	79693	ENSG00000196449
YRDCP1	yrdC N(6)-threonylcarbamoyltransferase domain containing pseudogene 1		100420501	ENSG00000278486
YRDCP2	yrdC N(6)-threonylcarbamoyltransferase domain containing pseudogene 2		100128237	ENSG00000236745
YRDCP3	yrdC N(6)-threonylcarbamoyltransferase domain containing pseudogene 3		100861429	ENSG00000230859
YTHDC1	YTH domain containing 1	Q96MU7	91746	ENSG00000083896
YTHDC2	YTH domain containing 2	Q9H6S0	64848	ENSG00000047188
YTHDF1	YTH N6-methyladenosine RNA binding protein 1	Q9BYJ9	54915	ENSG00000149658
YTHDF1P1	YTH domain family member 1 pseudogene 1		402220	ENSG00000251389
YTHDF2	YTH N6-methyladenosine RNA binding protein 2	Q9Y5A9	51441	ENSG00000198492
YTHDF2P1	YTH domain family member 2 pseudogene 1		400209	ENSG00000270503
YTHDF3	YTH N6-methyladenosine RNA binding protein 3	Q7Z739	253943	ENSG00000185728
YTHDF3-AS1	YTHDF3 antisense RNA 1 (head to head)		101410533	ENSG00000270673
YWHAB	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein beta	P31946	7529	ENSG00000166913
YWHABP1	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein beta pseudogene 1		647051	ENSG00000237557
YWHABP2	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein beta pseudogene 2		100422666	ENSG00000256464
YWHAE	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein epsilon	P62258	7531	ENSG00000108953
YWHAEP1	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein epsilon pseudogene 1		649395	ENSG00000232727
YWHAEP2	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein epsilon pseudogene 2			ENSG00000266162
YWHAEP3	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein epsilon pseudogene 3			ENSG00000263976
YWHAEP4	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein epsilon pseudogene 4			ENSG00000250205
YWHAEP5	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein epsilon pseudogene 5		440917	ENSG00000234645
YWHAEP6	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein epsilon pseudogene 6			
YWHAEP7	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein epsilon pseudogene 7		284100	ENSG00000276715
YWHAG	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein gamma	P61981	7532	ENSG00000170027
YWHAH	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein eta	Q04917	7533	ENSG00000128245
YWHAQ	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein theta	P27348	10971	ENSG00000134308
YWHAQP1	YWHAQ pseudogene 1		319121	
YWHAQP2	YWHAQ pseudogene 2		246716	
YWHAQP3	YWHAQ pseudogene 3		100128944	
YWHAQP4	YWHAQ pseudogene 4		646954	
YWHAQP5	YWHAQ pseudogene 5		100130391	ENSG00000236564
YWHAQP6	YWHAQ pseudogene 6		101290504	ENSG00000249986
YWHAQP7	YWHAQ pseudogene 7		100422674	ENSG00000271142
YWHAQP8	YWHAQ pseudogene 8		392510	
YWHAQP9	YWHAQ pseudogene 9			ENSG00000230019
YWHAZ	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein zeta	P63104	7534	ENSG00000164924
YWHAZP1	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein zeta pseudogene 1		319120	ENSG00000259148
YWHAZP2	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein zeta pseudogene 2		150554	ENSG00000213236
YWHAZP3	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein zeta pseudogene 3		143371	ENSG00000229932
YWHAZP4	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein zeta pseudogene 4		246737	ENSG00000213131
YWHAZP5	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein zeta pseudogene 5		86123	ENSG00000213260
YWHAZP6	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein zeta pseudogene 6		158383	ENSG00000215199
YWHAZP7	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein zeta pseudogene 7		100130640	ENSG00000227261
YWHAZP8	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein zeta pseudogene 8		646016	ENSG00000225664
YWHAZP9	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein zeta pseudogene 9		441609	
YY1	YY1 transcription factor	P25490	7528	ENSG00000100811
YY1AP1	YY1 associated protein 1	Q9H869	55249	ENSG00000163374
YY1P1	YY1 transcription factor pseudogene 1		100419963	ENSG00000230661
YY1P2	YY1 transcription factor pseudogene 2		647012	ENSG00000229104
YY2	YY2 transcription factor	O15391	404281	ENSG00000230797
ZACN	zinc activated ion channel	Q401N2	353174	ENSG00000186919
ZACNP1	zinc activated ion channel pseudogene 1		101929026	ENSG00000278589
ZADH2	zinc binding alcohol dehydrogenase domain containing 2	Q8N4Q0	284273	ENSG00000180011
ZAN	zonadhesin (gene/pseudogene)	Q9Y493	7455	ENSG00000146839
ZAP70	zeta chain of T cell receptor associated protein kinase 70	P43403	7535	ENSG00000115085
ZAR1	zygote arrest 1	Q86SH2	326340	ENSG00000182223
ZAR1L	zygote arrest 1 like	A6NP61	646799	ENSG00000189167
ZBBX	zinc finger B-box domain containing	A8MT70	79740	ENSG00000169064
ZBED1	zinc finger BED-type containing 1	O96006	9189	ENSG00000214717
ZBED1P1	zinc finger BED-type containing 1 pseudogene 1		645145	ENSG00000250304
ZBED2	zinc finger BED-type containing 2	Q9BTP6	79413	ENSG00000177494
ZBED3	zinc finger BED-type containing 3	Q96IU2	84327	ENSG00000132846
ZBED3-AS1	ZBED3 antisense RNA 1		728723	ENSG00000250802
ZBED4	zinc finger BED-type containing 4	O75132	9889	ENSG00000100426
ZBED5	zinc finger BED-type containing 5	Q49AG3	58486	ENSG00000236287
ZBED5-AS1	ZBED5 antisense RNA 1		729013	ENSG00000247271
ZBED6	zinc finger BED-type containing 6	P86452	100381270	ENSG00000257315
ZBED6CL	ZBED6 C-terminal like	Q96FA7	113763	ENSG00000188707
ZBED8	zinc finger BED-type containing 8	Q8IZ13	63920	ENSG00000221886
ZBED9	zinc finger BED-type containing 9	Q6R2W3	114821	ENSG00000232040
ZBP1	Z-DNA binding protein 1	Q9H171	81030	ENSG00000124256
ZBTB1	zinc finger and BTB domain containing 1	Q9Y2K1	22890	ENSG00000126804
ZBTB2	zinc finger and BTB domain containing 2	Q8N680	57621	ENSG00000181472
ZBTB3	zinc finger and BTB domain containing 3	Q9H5J0	79842	ENSG00000185670
ZBTB4	zinc finger and BTB domain containing 4	Q9P1Z0	57659	ENSG00000174282
ZBTB5	zinc finger and BTB domain containing 5	O15062	9925	ENSG00000168795
ZBTB6	zinc finger and BTB domain containing 6	Q15916	10773	ENSG00000186130
ZBTB7A	zinc finger and BTB domain containing 7A	O95365	51341	ENSG00000178951
ZBTB7B	zinc finger and BTB domain containing 7B	O15156	51043	ENSG00000160685
ZBTB7C	zinc finger and BTB domain containing 7C	A1YPR0	201501	ENSG00000184828
ZBTB8A	zinc finger and BTB domain containing 8A	Q96BR9	653121	ENSG00000160062
ZBTB8B	zinc finger and BTB domain containing 8B	Q8NAP8	728116	ENSG00000273274
ZBTB8OS	zinc finger and BTB domain containing 8 opposite strand	Q8IWT0	339487	ENSG00000176261
ZBTB8OSP1	zinc finger and BTB domain containing 8 opposite strand pseudogene 1		729566	ENSG00000183432
ZBTB8OSP2	zinc finger and BTB domain containing 8 opposite strand pseudogene 2		729898	ENSG00000172799
ZBTB9	zinc finger and BTB domain containing 9	Q96C00	221504	ENSG00000213588
ZBTB10	zinc finger and BTB domain containing 10	Q96DT7	65986	ENSG00000205189
ZBTB11	zinc finger and BTB domain containing 11	O95625	27107	ENSG00000066422
ZBTB11-AS1	ZBTB11 antisense RNA 1		100009676	ENSG00000256628
ZBTB12	zinc finger and BTB domain containing 12	Q9Y330	221527	ENSG00000204366
ZBTB12BP	zinc finger and BTB domain containing 12B, pseudogene		100499252	ENSG00000180610
ZBTB14	zinc finger and BTB domain containing 14	O43829	7541	ENSG00000198081
ZBTB16	zinc finger and BTB domain containing 16	Q05516	7704	ENSG00000109906
ZBTB17	zinc finger and BTB domain containing 17	Q13105	7709	ENSG00000116809
